44871;REPUBLIQUE TCHEQUE2:NS
44857;oct-02
44373;REMPLACER2:VHS_REMPLACER1 (V)
42263;PAIN
44873;DRAPEAU
44272;ETC2
44644;HALL2
44151;AH
44382;ONZE2:NUM
44858;SIGNER3:VOT_SIGNER1
44864;LUXEMBOURG1:NS
44865;LUXEMBOURG2:NS:VOT_LUXEMBOURG1:NS
44222;CHOISIR2:VOT_CHOISIR1
44372;DINER EN AMOUREUX
43416;ECONOMIE1
44845;ESTONIE1:NS
41976;FROID
44157;GRECE1:NS (CROIX)
44299;INVENTER1
44860;IRLANDE1:NS (HARPE)
44880;NOVEMBRE2:VHS_NOVEMBRE1 (DEUX MAINS)
44388;COMPRENDRE-RIEN
44297;DANEMARK1:NS (3DOIGTS)
45057;TAXI2
44844;BELGIQUE2:NS (MAIN)
44884;CROATIE:NS:VAR
44861;IRLANDE2:NS (VISAGE)
44879;OCTOBRE4:VOT_OCTOBRE1 (TOURNE 2 MAINS)
41931;DECEMBRE
44156;SAUNA
44158;ENFANCE
44161;BOURSE/PATRIMOINE
44162;LATIN
45069;IMPOSER
44163;OLYMPIQUE
42151;METRO/SOUS-SOL/GARAGE/CHEZ/CACHER/IMPRIMER:VAR
44274;VERSAILLES/JARDIN
44160;AUTRICHE2:NS/HONGRIE:VHS_AUTRICHE1
44276;GLOBAL/ENSEMBLE/GENERAL
43428;PEUT-ETRE1
44281;ETC3
44283;COUP DE COEUR
44284;APPROFONDIR/DECORTIQUER/ETUDIER
44385;EVALUER
42273;CERCLE2
44386;DESHABILLER
44387;CONNECTER
44389;PROSTITUES
44390;GROSSIR
44391;RUMEUR
44393;TESTICULES
44394;DEGONFLER
44401;SEYCHELLES:NS
44651;TEINTURE
44837;PHARMACIE5 :VHS_PHARMACIE1
44877;NEUF2:VOT_NEUF1:NUM (PAUME VERS SOI)
44833;DEPLACER3
44878;SIX2:VOT_SIX1:NUM (PAUME VERS SOI)
44398;OFFICE DE TOURISME (O_TOURISME):COMP
43344;TROP1
44839;MONTER3
44392;ENTENDRE-S'
44282;TOURNER2 (COMME LION EN CAGE)
44280;PYRENEES:NS
44165;ANS
44167;OBJET/PROBLEME
44168;DEJA3
44166;BEAUCOUP DE MONDE
44400;DROITE2:VHS_DROITE1 (INDEX)
44171;SUITE
44172;CHACUN
44173;COMPTABLE
44285;DEUX FOIS
44286;TOUCHE
44290;VIGNE
44291;PAYSAGE
44292;INFLUENCE
44294;EMBAUCHE
44404;PIETON2 (AVEC SOL)
44405;PIETON3 (BARRES BLANCHES)
44287;TUNISIE2:NS
44197;RACLETTE
44395;SURFACE PLATE/TARTE/PLAT
44876;CHRYPRE1:NS
44169;CLIENT4
44296;AVRIL5:VHS_AVRIL2
44164;SEUL2:VHS_SEUL1
44836;AVANT3
44277;LOUIS (ROI) -->SIGN NAME ?
44831;MARDI2
44832;MARDI3:VHS_MARDI2
44170;CHAUD2
44293;CAMPING CAR
44295;DEUX MOIS
44300;ECONOMIE3
42250;OUBLIER2
44312;BIENVENUE2 (-BIEN)
44889;FINLANDE1:NS
42025;AIR/FRAIS/PRINTEMPS/MENTHE
44413;DEGOUTE2/LASSE/EPUISE
44848;PARCOURS
45058;AMORTISSEMENT
44850;PROVOQUER
45059;CHER-MOINS3
44852;ETERNEL
44853;CONFUS2
44192;ROUTE2/RUE/FLEUVE
44174;PLANNING
45061;INVESTISSEMENT
44406;VIDE/PROPRE
44407;CONTEXTE/DEPUIS
45062;PILOTER
44409;CINQ ANS
45063;RAPIDE5
45064;INADAPTE
44412;PROCESSUS
44414;GALA/NOEUD_PAPILLON
44415;PROFESSIONNEL
44408;GRAND-MERE1
44882;GRECE3:NS
44418;EGAL (=)
45065;QUATRE JOURS
45060;NOURRIR2
44888;SLOVENIE2/SLOVAQUIE:NS
44885;HOLLANDE2/PAYS-BAS:NS (H)
44424;PHOTOGRAPHE
44881;BULGARIE1:NS
44683;HOLLANDE1/PAYS-BAS:NS
44428;EMBOUTEILLAGE
44419;FOIE/FOIX:NS
44887;GRELE1
44425;N'IMPORTE QUOI1
44433;PUER/IVRE
44426;HENDAYE:NS
44421;BORDEAUX1:NS
44420;BOL-PAS DE2
42067;COMPRENDRE
44684;DROGUE
44422;PAYER2:VHS_PAYER1
44411;PENSER3 (SANS CESSE)
44689;HIPPIE
44690;COOL
44691;FERME
44692;PAILLE
44696;FOU2
44697;PYJAMA
44698;INVENTER2
44686;LILLE:NS
44687;BELGIQUE1:NS (POUCE)
44883;IRLANDE3:NS
44886;HONGRIE2:NS (H)
44891;MALTE3:NS
44430;PLAINDRE2
44892;YOUGOSLAVIE:NS
44893;PORTUGAL2:NS
44900;SLOVENIE3:NS
44901;TURQUIE3.NS
44181;VISIBLE-TRES
41900;ETRANGER
44176;METIER/CONSTRUIRE
44185;CONDORDE
44693;MATINS-TOUS LES
44189;CINQUIEME
44196;FONDUE (FROMAGE)
44186;VAMPIRE/MITTERRAND:NS
44903;CHRYPRE2:NS:VHS_CHRYPRE1:NS
44301;TRAIN2:VOT_TRAIN1 (2MAINS)
44894;CHRYPRE3:NS:VHS_CHRYPRE1:NS
44416;CHER-TRES
44849;CHANGER4/REMPLACER/TOURNANTE
44427;SEPT HEURES2:VOT_SEPT HEURES1
44432;MOQUER-SE
44851;NORD2:VOT_NUIT1 (2MAINS)
44890;MALTE2 (POUCE):NS:VHS_MALTE1
44423;TANT PIS
44410;SAUTER DE JOIE
44902;REPUBLIQUE TCHEQUE3:NS
44191;NOTRE-DAME:NS
44688;SENTIR3:VR_SENTIR1
44748;BLOQUER2/COINCER:VHS_BLOQUER1
44303;TROU (V)
44434;DEPASSER/EXCES
44699;PENDRE LE LINGE
44307;FEU TRICOLORE
44701;GRILLE
44725;JEU DE CARTES
44703;SOULEVER
43131;COUPER1/INTERROMPRE
44199;LANCEUR DE DISQUE
44706;CB
44708;ENLEVER/SUPPRIMER
45066;LONG2
44747;NUL/PAS BIEN
44711;CELLULE
44723;PEUGEOT:NS
44205;NOURRIR1/CONSOMMER
44179;PEUT-ETRE3
44183;CHAMPS-ELYSEE:NS
44309;PIETON1
44718;OUI OU NON
44895;FORT2
44896;TRADITION
44302;BIEN-FAIRE DU
42139;OUEST
42164;POMME
44178;CONCENTRER
44180;INDIFFERENT
44182;MONSIEUR
44193;SCULTPER
44195;APPRENDRE2
44306;CHUT
44311;LESQUELS
44704;AISE-A L'
44436;POLE
44720;PLEURER3
44721;ELECTRICITE2
44713;CA-C'EST
44724;ATTENTION/EXCLAMATION
44726;EN PARLER
44727;AUTRE4
44730;PENDANT DES HEURES
44731;MICRO ONDE
44732;SPORT2
44734;TIMBRE
44200;COURIR
44201;AUTOMATIQUE3
44202;PATRON/TEMOIN
44203;SAISON3
42992;VISITER1:VAR
44313;TOUS
44437;ATTENDRE2
42077;VETEMENT1/S'HABILLER
43679;TRANQUILLE1/PEINARD/AUTOMATIQUE
44737;PAR2
44738;VRAI2
43315;ANS-TOUS LES
44709;OUI OUI:VR_OUI
44741;DERRIERE2
44742;INDIVIDUEL
42387;LETTRE2 (ALPHABET)
44744;AMORTISSEUR
44198;SURPRISE2
44746;REGARDER VERS
43134;BROSSE
44745;CAMERA
44702;PINCE A LINGE
44736;BRESIL3:NS
44897;SI3
44722;CA VEUT DIRE2:VR_CA VEUT DIRE1
44204;CHER-MOINS2
44304;CHANGER2:VHS_CHANGER1
44435;CARREFOUR2:VHS_CARREFOUR1
44740;CARTE4
44705;CARTE3
43576;MONTER1
42186;CALCULER2
44206;COLLEGUE
44438;SEPTIEME
44439;DEMOTIVER
44753;IL Y A DIX ANS
44754;GAMIN
44451;BARBECUE2:VHS_BARBECUE1 (2DOIGTS)
44756;DIX FRANCS
44757;CINQ FRANCS
44758;UN FRANC
44759;DEUX FRANCS
44760;VINGT FRANCS
44761;CENT FRANCS
44220;FAUTEUIL ROULANT1
44763;MARRON
44219;FAUTEUIL ROULANT2
44765;ALLER DANS
44207;DRAGUER1
44774;GRAND-MERE2
42157;BOUTEILLE
43179;VOLER
44751;ARGENTINE:NS
44442;PLAINE/DESERT
44443;MONT
44444;BRILLER4
44446;FAIBLE/MOU
44769;SOLEX
44450;INVITER2
44773;PLUS3 (NEGATION)
44775;EXCEPTION
44776;ROUES2
44440;FLEMME-LA
44793;POCHE1
44752;VOIR-ON VA/POUR VOIR:VAR
44781;FUIR
44445;YEUX BRIDES/ASIATIQUES
43506;GRAVE
44224;PARTICIPER
44225;NEUTRE
44230;SCOLAIRE
44231;CHOMAGE
44209;TUNISIE1:NS
44449;METRE
44457;CASIER
44783;EMPLACEMENT
43353;NIVEAU
43489;VITRE
42548;IDEE
44452;POIVRON/AUBERGINE
44455;RECOLTER/REVENU
44456;MAC/POMME
44786;PHYSIQUE
44208;TRANQUILLE2:VAR
44792;POLLUTION2
44785;VIETNAM:NS
44784;RUSSIE:NS
44768;TRAMWAY2:VHS_TRAMWAY1 (INDEX)
44459;RECULER
44780;GLISSER/PLAT
43684;MATIERE
44448;AVANCER1
44221;PAREIL-TOUJOURS
44770;MAMAN3:VHS_MAMAN2
42386;LETTRE1
44788;CHANGER3/TOURNER
42383;LETTRE3 (ALPHABET)
44211;TRAVAIL2
44226;SUISSE1:NS (POUCE)
44215;ROLE-TON
44771;REDUCTION3:VOT_REDUCTION2
44447;PROPRIETAIRE3 (POITRINE)
42513;ATTENTION-FAIRE1:VAR
44501;DRAGUER2/PECHER
44475;GRACE-A/CHANCE
44484;COEUR2/ST_VALENTIN
44800;BANQUE
44801;SIGNATURE
44803;TOUT2
44463;PHARMACIE4:VOT_PHARMACIE2
44805;POCHE2
43366;BENEFICE
44499;COMPLET2
44461;ESCALIER
44462;CLUB1
44465;CONTENT2/RAVI/EXCITE
44517;DEUX4:NUM:VOT_DEUX3:NUM
44460;ZERO2
44808;MERCREDI2
44489;VITE2 / RAPIDE / REPONDRE FERMEMENT
42093;VILLE1
44464;LAMPE
44471;RATER2
44494;DEBORDER2/CHARGER
44797;CENTIME1
44474;BLAGUE
45067;BRIGANTS
44476;SAUCISSE
44477;POIVRON
44479;CHAMPIGNON
44480;TREMBLER/VIBRER
44481;INONDATION
44516;TROIS3:NUM
45068;REGLE
44482;SEC/CONGELATEUR
44505;DELICIEUX2/PARFAIT/EXCELLENT
42239;POISSON
42246;FLEUR2
44467;ARC DE TRIOMPHE / MONUMENT
44469;VIRAGE
44470;CLUB3
44466;AVOIR2/EXISTER (TROIS DOIGTS)
42247;MONTRE
44478;TOMATE2 (VISAGE)
42256;ECHANGER1
44473;SAUCE2
42601;TETU
44490;PENSEE/REVE
44491;SABLE
44492;SABLIER
44493;NORME
44496;SOUTIEN-GORGE
44497;TORTUE
44498;DAUPHIN
44503;DESTIN
44504;JEAN
44506;ROMANTIQUE/VIOLON
44507;ROUTINE/EN_COURS
44508;ORANGE
44509;EXPLOSER/CRAQUER
44510;CENTRE DE RELAIS
44511;ELISION
44512;BALCON
44472;PROCHAINE FOIS
44514;THESE/RANCUNE
44487;MAISON2/FOYER
44518;NEANT
44500;HAWAI:NS
42377;RIRE1
42382;AVOCAT
43746;FRAIS1
42260;ANNIVERSAIRE1:COMP
43155;QUATORZE:NUM
44798;MILLION:NUM
44806;AVRIL3:VHS_AVRIL1
44804;AVANCER2/ETRE EN AVANT
44483;MC DO1
44513;CHER2
42814;** INDECIPHERABLE **
44550;COUPER3
43270;CA VA
44495;FATIGUE2
44515;IMPASSE/BLOQUER
44519;AVATAR
44543;CROIRE2 (NEZ)
44521;FACTEUR/CASQUETTE/POSTE
44564;DESSOUS-EN/CACHER
44523;JAMBES
42255;BIERE
44546;DEGOUTE1/PASCHANCE
44533;FRONTIERE4/BARRIERE:VHS_FRONTIERE3
44528;CHANGEMENT
42649;FONCE1
44531;PRETENTIEUX
45070;TOMBER
44534;LOGIQUE
44535;PLUSIEURS
44525;EGYPTE:NS
44526;HABITUDE-PAS L'
42094;MAIRIE1
44567;PETIT A PETIT
43732;** SIGN NAMES **
42079;OCCUPE/RESERVER
44530;PLUS EN PLUS
42096;THEATRE
42095;GARE
42072;JAUNE
43399;** SIGNE NON TERMINE **
42785;PARDONNER/S'EXCUSER
42098;SOLEIL:VAR
44560;AJOUTER2/INVENTER
44541;DEPLACER2
44542;RENNES/CERF
44574;CHEVAL
42790;JOUER/JEU
44569;DIX ANS-DANS
42679;DESORDRE1/BORDEL
44572;VOIR-RIEN
44547;CHARRETTE/CARRIOLE/CHARIOT
44551;FRIGO/PLACARD
44552;MINORITE
44553;DUREE
44554;USB
44555;DEBAT
44556;POUX/PUCE
44557;ROBOT
44558;MELANGER2
44559;IMPLANT
44561;PANNE
44570;VELO2/BICYLETTE
44563;AIMANT
44571;VELO3/PEDALER
44544;RAPIDE4 (EXTRA)
44568;EQUILIBRE/BALANCE
44536;COIN3:VHS_COIN1
42653;CLIENT1
42660;CLIENT3
44540;PARTIR4:VOT_PARTIR1
44524;LOIN-TRES
44548;SAISON4:VHS_SAISON3 (4DOIGTS)
44539;PROMENER2/BALADE
44545;MOINS2
44562;MOINS3/NEGATIF
44537;CELUI / CELLE / CEST CA / CETTE / CE (PI)
44565;CHANGER5
44566;CHANGER6:VOT_CHANGER5
44522;ENVOYER2/TRANSFERER
44579;ACCEPTER2
44549;OUH (V)
42384;APPRENDRE1
42832;EN HAUT
43430;BLOQUER1/COINCER
42836;GOUVERNEMENT2
44615;COUPLE2/FIDELE
44602;CREME SOLAIRE
44578;MILITAIRE/ARMEE
45072;TURQUIE4:NS
44581;ROCHER/CAILLOUX
44582;FALAISE
44589;FRONTIERE5/DOUANE (N):VHS_FRONTIERE3
44584;USER
44585;JOUR-UN2:VHS_JOUR-UN1
44587;OUH/PSYCHIATRIE
44588;DIGERER-MAL
44592;TRAMWAY1:VAR (INDEX+MAJEUR)
44316;DOUCHE2/BUS
44591;CIBLE
44594;KM/H
44595;CAPTURER
44596;2CV
44597;COMPTEUR
44575;INDE:NS
43010;AVEC
43004;BLANC
43029;RAPPELER-SE
44603;PALMIERS
44604;CRISE/REVOLUTION
44608;SOLDES
44609;SUPERBE/GENIAL
44593;MOTO:VAR
43521;CONSTIPATION
43019;OUVERT
43020;OUVERT D'ESPRIT
44610;LOUP/CAROTTE
44613;POUDRE/FARINE
44601;COCO-NOIX DE
44617;EN_MEME_TEMPS
44619;CHOC
44621;NERF/NERVEUX
44622;BOUGIE
44623;PEINE/CHAGRIN
44624;ECART/A_PART
43281;CHIC
43328;EURO (2MAINS)
43305;JAPON:NS
42878;SAUTER
42941;SPECTATEUR/PUBLIC
44573;SIGNER4(VERS SOI):VOT_SIGNER2
44586;AVANT2
44605;CHER-PAS2
44614;PARTAGER4:VAR
44618;BOL-PAS DE1
44599;CHEF
44598;PENSER2 (AU PASSE)
44611;PETIT-POIS
44620;POSSIBLE1
44606;ARGENT-PLUS D'
44583;APPRENDRE3:VHS_APPRENDRE1
44576;TGV2
44607;SURPRISE3 (PI)
43049;SUR1
44612;SEL2
42881;LABORATOIRE
42150;VOUS
42152;BOISSON
42424;NATURE
42388;POSTE2/COURRIER
42245;SAC EN BANDOULIERE
42242;DIRE
43632;MADAME2
43559;DANSER LE DISCO
42423;BOUCHE1
42277;PLUIE
42281;PITIE
42390;PLAIRE1
42154;TOUJOURS
41972;DOMMAGE1
43350;SECURITE
45074;AVRIL6:VHS_AVRIL1
42313;JAMAIS
42283;PAUVRE2
42278;RARE
42286;JOURNAL2
43747;EXPRESSION DU VISAGE
45075;OCTOBRE5:VHS_OCTOBRE2
42389;AIMER1
42903;CHANCE
42249;OUBLIER1
42402;VIANDE1 (UNE MAIN)
43773;RESUME
43017;TACHE
42285;PASSER
42392;ADORER
42394;BAGAGES
42398;EMAIL
43760;SOUS-SOL
45073;HONGRIE4:NS:VOT_AUTRICHE1:VAR
42375;CONNAITRE
43515;COIN1
42412;MON2 (MAIN)
43532;PRES2-TOUT
42153;LIT:VAR
42248;RIVIERE1
43763;DROITE1
43560;VALLEE1
43664;RIDEAUX
41903;JEUDI1
42404;LAIT1
41933;DEJA2
43749;FONCE2 (POING)
45079;LION
41937;BERLIN:NS
42414;NATIONAL
42411;MUSIQUE
42413;RACONTER
42400;MARIAGE/MARI
42237;AMUSER-SE
41974;NOEL:NS/DECEMBRE
41955;PARIS1:NS
41938;APPETIT
41939;APPRECIER
41954;PARIS2 (DEUX MAINS):NS
41867;G:ALPHA
41940;ARMEE
45082;MARS2:VOT_MARS1
42405;MINISTRE
41948;AUTOMATIQUE2
41953;PRINTEMPS
41970;AUTOMNE
41975;CAFE
41934;EMBETER2
43351;FREIN A MAIN
43661;AJOUTER1
44866;MALTE1:NS:VAR
41969;VENDREDI (V TOURNE)
41945;PERMISSION
41944;AUTORISATION
41943;ASSIDU
41941;ARRIVEE:VOT_ARRIVER
41833;SIX CENTS1:NUM
43352;REDUCTION1
41950;EVITER2/EMPECHER
43662;LAVER-SE
41942;ARRIVER:VAR
44159;AUTRICHE1:NS:VAR
45083;ECOSSE:NS
45078;PAYS-DE-GALLE1:NS
45084;PAYS-DE-GALLE2:NS
45077;GRANDE-BRETAGNE:NS:COMP
41960;FROID-AVOIR
41946;AUTOMATIQUE1
41963;LIVRE
41951;ACCIDENT2
41967;CALME
41962;OISEAU
45080;ENVIE3
41973;ENFANT
41949;EVITER1
42274;AUTOUR1
42236;TISSU1
42307;EXPLIQUER1/DECRIRE
42309;CELEBRE
42303;ECHANGER2
42304;ECHANGER3
42300;LACHER
42406;ARGENT/ESPECES
42292;CONFORTABLE/MOU
42288;CITOYEN
42289;FERMER1
42290;FERMER2
42291;PEIGNE
42293;COMPARER
42295;CONTINUER
42296;COPIE
42298;DOUTE1
42297;DOUTE2
42299;DOUTE3
43565;EFFORT
42308;EXPLIQUER2
43237;PIECE
42323;FIN
42357;HUMAIN
43686;avr-02
42306;CHER1
42709;ENVIRONNEMENT1
43867;MAILLOT DE BAIN
41965;BUS:VAR
41961;VELO1
43568;TURQUIE1:NS
43754;VENT:VAR
42408;MONTAGNE
42416;BRUIT
42302;PARTOUT/TOUT LE MONDE
43692;AIMER-NE-PAS
43373;CONTACT
43564;CONGES
43566;DERANGER/GENER
43571;PERMUTER
41721;PENSER1:VAR
41774;NEUF1:NUM
43285;MONTPELLIER:NS
41845;BORDEAUX:NS
45085;HOLLANDE4/PAYS-BAS:VOT_HOLLANDE1/PAYS-BAS
45086;HONGRIE5:VOT_AUTRICHE1
42546;COMMENT
45087;CHRYPRE4:NS:VOT_CHRYPRE1
41762;QUATRE2:VOT_QUATRE1:NUM:VAR (PAUME VERS SOI)
